"id","url","latitude","longitude","scientific_name","population_id"
19390377,"https://www.inaturalist.org/observations/19390377",49.0485366355,-123.6175176104,"Leptosiphon minimus",1
27733914,"https://www.inaturalist.org/observations/27733914",48.4028383333,-122.6432183333,"Leptosiphon minimus",2
87239015,"https://www.inaturalist.org/observations/87239015",48.5756638889,-123.1299444444,"Leptosiphon minimus",3
87239018,"https://www.inaturalist.org/observations/87239018",48.5691861111,-123.1324388889,"Leptosiphon minimus",3
112760910,"https://www.inaturalist.org/observations/112760910",48.40075,-122.6375805556,"Leptosiphon minimus",2
115941831,"https://www.inaturalist.org/observations/115941831",48.4028111111,-122.6427861111,"Leptosiphon minimus",2
115950257,"https://www.inaturalist.org/observations/115950257",48.40107,-122.63723472,"Leptosiphon minimus",2
121004051,"https://www.inaturalist.org/observations/121004051",48.4022170306,-122.6381841302,"Leptosiphon minimus",2
121793064,"https://www.inaturalist.org/observations/121793064",49.050144,-123.616829,"Leptosiphon minimus",1
121793096,"https://www.inaturalist.org/observations/121793096",49.050129,-123.617043,"Leptosiphon minimus",1
121793133,"https://www.inaturalist.org/observations/121793133",49.049511,-123.616142,"Leptosiphon minimus",1
121957969,"https://www.inaturalist.org/observations/121957969",48.5762416667,-123.1293638333,"Leptosiphon minimus",3
122121874,"https://www.inaturalist.org/observations/122121874",48.56493,-123.1268221667,"Leptosiphon minimus",3
122121907,"https://www.inaturalist.org/observations/122121907",48.567445,-123.1174166667,"Leptosiphon minimus",3
122121958,"https://www.inaturalist.org/observations/122121958",48.5776133333,-123.1249555,"Leptosiphon minimus",3
122121986,"https://www.inaturalist.org/observations/122121986",48.565925,-123.1200028333,"Leptosiphon minimus",3
122565703,"https://www.inaturalist.org/observations/122565703",48.6447416667,-122.84742,"Leptosiphon minimus",4
126283212,"https://www.inaturalist.org/observations/126283212",48.5619033333,-123.1233666667,"Leptosiphon minimus",3
126283316,"https://www.inaturalist.org/observations/126283316",48.5627866667,-123.1219721667,"Leptosiphon minimus",3
126283395,"https://www.inaturalist.org/observations/126283395",48.5632133333,-123.121575,"Leptosiphon minimus",3
154270805,"https://www.inaturalist.org/observations/154270805",48.5526777778,-122.9791277778,"Leptosiphon minimus",5
161015541,"https://www.inaturalist.org/observations/161015541",48.4013696,-122.6395392,"Leptosiphon minimus",2
163515512,"https://www.inaturalist.org/observations/163515512",48.4843055556,-122.8717194444,"Leptosiphon minimus",6
163515520,"https://www.inaturalist.org/observations/163515520",48.4854305556,-122.874725,"Leptosiphon minimus",6
163515525,"https://www.inaturalist.org/observations/163515525",48.4861055556,-122.8741527778,"Leptosiphon minimus",6
163515531,"https://www.inaturalist.org/observations/163515531",48.4889888889,-122.8700722222,"Leptosiphon minimus",6
163683700,"https://www.inaturalist.org/observations/163683700",48.65205,-122.8472666667,"Leptosiphon minimus",4
164151183,"https://www.inaturalist.org/observations/164151183",48.6521444444,-122.8473583333,"Leptosiphon minimus",4
176980933,"https://www.inaturalist.org/observations/176980933",48.4008133333,-122.63755,"Leptosiphon minimus",2
216590833,"https://www.inaturalist.org/observations/216590833",48.4012361111,-122.6381611111,"Leptosiphon minimus",2
283247050,"https://www.inaturalist.org/observations/283247050",48.56097,-122.9752716667,"Leptosiphon minimus",5
284155438,"https://www.inaturalist.org/observations/284155438",48.6526366667,-122.8454133333,"Leptosiphon minimus",4
287188484,"https://www.inaturalist.org/observations/287188484",48.5526388889,-122.97905,"Leptosiphon minimus",5
287449637,"https://www.inaturalist.org/observations/287449637",48.5526861111,-122.9791555556,"Leptosiphon minimus",5
